Class Year,Type,Name,Position,Height,Weight,Transfer Rating,HS Rating,Transfer Stars,HS Stars,High School,Hometown City,Hometown State,Previous School,Status,Profile URL,location,lat,lon
2000,Recruit,Howard Boye-Doe,RB,6-2,210,,,,0,Keller,Keller,TX,,Signed,https://247sports.com/Player/howard-boye-doe-72948/,"Keller, TX",32.9299655,-97.2271249
2000,Recruit,Chuckie Cowans,CB,5-10,170,,,,0,H.L. Richards,Oak Lawn,IL,,Signed,https://247sports.com/Player/chuckie-cowans-72950/,"Oak Lawn, IL",41.7108662,-87.7581081
2000,Recruit,Erasmus James,WDE,6-4,235,,,,0,McArthur,Hollywood,FL,,Signed,https://247sports.com/Player/erasmus-james-72954/,"Hollywood, FL",26.0112014,-80.1494901
2000,Recruit,Kareem Timbers,S,6-3,200,,,,0,Mount Carmel,Chicago,IL,,Signed,https://247sports.com/Player/kareem-timbers-72858/,"Chicago, IL",41.8755616,-87.6244212
2001,Recruit,Anttaj Hawthorne,DT,6-3,310,,,,0,Hamden,Hamden,CT,,Enrolled,https://247sports.com/Player/anttaj-hawthorne-48269/,"Hamden, CT",41.3836233,-72.9020069
2001,Recruit,Owen Daniels,PRO,6-5,210,,,,0,Naperville Central,Naperville,IL,,Enrolled,https://247sports.com/Player/owen-daniels-70755/,"Naperville, IL",41.7728699,-88.1479278
2001,Recruit,Brett Bell,CB,6-0,190,,,,0,Wheaton Warrenville South,Wheaton,IL,,Enrolled,https://247sports.com/Player/brett-bell-49278/,"Wheaton, IL",41.8646959,-88.1101709
2001,Recruit,Anttai Hawthome,SDE,6-4,305,,,,0,Hamden,Hamden,CT,,Signed,https://247sports.com/Player/anttai-hawthome-70676/,"Hamden, CT",41.3836233,-72.9020069
2001,Recruit,Johnny Sylvain,CB,5-11,175,,,,0,Hackensack,Hackensack,NJ,,Signed,https://247sports.com/Player/johnny-sylvain-70678/,"Hackensack, NJ",40.8870781,-74.0410667
2001,Recruit,Matt Bernstein,FB,6-2,250,,,,0,Scarsdale Senior,Scarsdale,NY,,Signed,https://247sports.com/Player/matt-bernstein-70680/,"Scarsdale, NY",40.9885221,-73.8085608
2001,Recruit,Darrin Charles,WR,6-7,200,,,,0,Oshkosh North,Oshkosh,WI,,Signed,https://247sports.com/Player/darrin-charles-70749/,"Oshkosh, WI",44.0206919,-88.5408574
2001,Recruit,Bob Docherty,TE,6-6,260,,,,0,Oshkosh North,Oshkosh,WI,,Signed,https://247sports.com/Player/bob-docherty-70759/,"Oshkosh, WI",44.0206919,-88.5408574
