Class Year,Type,Name,Position,Height,Weight,Transfer Rating,HS Rating,Transfer Stars,HS Stars,High School,Hometown City,Hometown State,Previous School,Status,Profile URL,location,lat,lon
2015,Recruit,Christian Rector,OLB,6-3.5,255,,93.0,,4,Loyola,Los Angeles,CA,,Enrolled,https://247sports.com/Player/christian-rector-36191/,"Los Angeles, CA",34.0536909,-118.242766
2015,Recruit,Noah Jefferson,SDE,6-5,271,,91.0,,4,Desert Oasis,Las Vegas,NV,,Enrolled,https://247sports.com/Player/noah-jefferson-32680/,"Las Vegas, NV",36.1674263,-115.1484131
2015,Recruit,Clayton Bradley,OT,6-6,281,,89.0,,3,Servite,Anaheim,CA,,Enrolled,https://247sports.com/Player/clayton-bradley-43013/,"Anaheim, CA",33.8347516,-117.911732
2015,Recruit,Cameron Smith,ILB,6-3,225,,89.0,,3,Granite Bay,Granite Bay,CA,,Enrolled,https://247sports.com/Player/cameron-smith-32275/,"Granite Bay, CA",38.762173,-121.1850057
2015,Recruit,Tyler Petite,TE,6-5,225,,89.0,,3,Campolindo,Moraga,CA,,Enrolled,https://247sports.com/Player/tyler-petite-39186/,"Moraga, CA",37.834897,-122.12883
2015,Recruit,Roy Hemsley,OT,6-6,280,,88.0,,3,Windward School,Los Angeles,CA,,Enrolled,https://247sports.com/Player/roy-hemsley-24291/,"Los Angeles, CA",34.0536909,-118.242766
2015,Recruit,Dominic Davis,RB,5-10,175,,87.0,,3,Bishop Alemany,Mission Hills,CA,,Enrolled,https://247sports.com/Player/dominic-davis-43238/,"Mission Hills, CA",34.687584,-120.4390175
2015,Recruit,Aca'Cedric Ware,RB,6-0,196,,87.0,,3,Cedar Hill,Cedar Hill,TX,,Enrolled,https://247sports.com/Player/acacedric-ware-38001/,"Cedar Hill, TX",32.5888072,-96.9553675
2015,Recruit,Daniel Imatorbhebhe,TE,6-4,227,,87.0,,3,North Gwinnett,Suwanee,GA,,Enrolled,https://247sports.com/Player/daniel-imatorbhebhe-25523/,"Suwanee, GA",34.0514898,-84.0712997
2015,Recruit,Cole Smith,OC,6-3,270,,87.0,,3,Mission Viejo,Mission Viejo,CA,,Enrolled,https://247sports.com/Player/cole-smith-75978/,"Mission Viejo, CA",33.5965685,-117.659405
2015,Recruit,Deontay Burnett,WR,6-0.5,166,,86.0,,3,Junipero Serra,Gardena,CA,,Enrolled,https://247sports.com/Player/deontay-burnett-52057/,"Gardena, CA",33.8815601,-118.2935879
2015,Recruit,Kevin Scott,DT,6-5,280,,86.0,,3,Salesian,Los Angeles,CA,,Enrolled,https://247sports.com/Player/kevin-scott-50959/,"Los Angeles, CA",34.0536909,-118.242766
2015,Recruit,Isaac Whitney,WR,6-3,200,,85.0,,3,Riverside C.C.,Riverside,CA,,Enrolled,https://247sports.com/Player/isaac-whitney-75864/,"Riverside, CA",33.9824949,-117.374238
2015,Recruit,Dillon Faamatau,DT,6-3,265,,84.0,,3,Norwalk,Norwalk,CA,,Enrolled,https://247sports.com/Player/dillon-faamatau-45915/,"Norwalk, CA",33.9092802,-118.0849169
2016,Recruit,Oluwole Betiku Jr.,SDE,6-3.5,240,,98.0,,5,Junipero Serra,Gardena,CA,,Enrolled,https://247sports.com/Player/oluwole-betiku-jr-53426/,"Gardena, CA",33.8815601,-118.2935879
2016,Recruit,Michael Pittman Jr.,WR,6-4,209,,98.0,,5,Oaks Christian,Westlake Village,CA,,Enrolled,https://247sports.com/Player/michael-pittman-jr-77031/,"Westlake Village, CA",34.1460234,-118.8061794
2016,Recruit,Jack Jones,CB,5-11,164,,98.0,,5,Long Beach Poly,Long Beach,CA,,Enrolled,https://247sports.com/Player/jack-jones-73103/,"Long Beach, CA",33.7690164,-118.191604
2016,Recruit,Jamel Cook,ATH,6-4,190,,96.0,,4,Miami Central,Miami,FL,,Enrolled,https://247sports.com/Player/jamel-cook-76248/,"Miami, FL",25.7741566,-80.1935973
2016,Recruit,Tyler Vaughns,WR,6-1.5,177,,96.0,,4,Bishop Amat,La Puente,CA,,Enrolled,https://247sports.com/Player/tyler-vaughns-49713/,"La Puente, CA",34.0280619,-117.953097
2016,Recruit,E.J. Price,OT,6-6,311,,95.0,,4,Archer,Lawrenceville,GA,,Enrolled,https://247sports.com/Player/ej-price-35488/,"Lawrenceville, GA",33.9566391,-83.9890066
2016,Recruit,Josh Imatorbhebhe,WR,6-2,205,,94.0,,4,North Gwinnett,Suwanee,GA,,Enrolled,https://247sports.com/Player/josh-imatorbhebhe-25522/,"Suwanee, GA",34.0514898,-84.0712997
2016,Recruit,Trevon Sidney,WR,5-11,157,,94.0,,4,Bishop Amat,La Puente,CA,,Enrolled,https://247sports.com/Player/trevon-sidney-49714/,"La Puente, CA",34.0280619,-117.953097
2016,Recruit,Vavae Malepeai,RB,5-11.5,195,,93.0,,4,Mililani,Mililani,HI,,Enrolled,https://247sports.com/Player/vavae-malepeai-79348/,"Mililani, HI",21.4508308,-158.0095783
2016,Recruit,Cary Angeline,TE,6-7,230,,93.0,,4,Downingtown East,Exton,PA,,Enrolled,https://247sports.com/Player/cary-angeline-36776/,"Exton, PA",40.0299755,-75.6290436
2016,Recruit,Connor Murphy,WDE,6-7,250,,92.0,,4,Brophy College Preparatory,Phoenix,AZ,,Enrolled,https://247sports.com/Player/connor-murphy-69285/,"Phoenix, AZ",33.4484367,-112.074141
2016,Recruit,Frank Martin II,OT,6-4,287,,92.0,,4,Mater Dei,Santa Ana,CA,,Enrolled,https://247sports.com/Player/frank-martin-ii-38150/,"Santa Ana, CA",33.7494951,-117.873221
2016,Recruit,C.J. Pollard,CB,6-1,180,,89.0,,3,Junipero Serra,Gardena,CA,,Enrolled,https://247sports.com/Player/cj-pollard-51871/,"Gardena, CA",33.8815601,-118.2935879
2016,Recruit,Keyshawn Pie Young,CB,5-11,175,,89.0,,3,Miami Senior,Miami,FL,,Enrolled,https://247sports.com/Player/keyshawn-pie-young-35712/,"Miami, FL",25.7741566,-80.1935973
2016,Recruit,Nathan Smith,OT,6-7,264,,88.0,,3,Murrieta Mesa,Murrieta,CA,,Enrolled,https://247sports.com/Player/nathan-smith-78090/,"Murrieta, CA",33.560832,-117.210656
2016,Recruit,Velus Jones Jr.,WR,5-11,180,,87.0,,3,Saraland,Saraland,AL,,Enrolled,https://247sports.com/Player/velus-jones-jr-79333/,"Saraland, AL",30.820742,-88.0705556
2016,Recruit,Matt Fink,DUAL,6-3,185,,86.0,,3,Glendora,Glendora,CA,,Enrolled,https://247sports.com/Player/matt-fink-77216/,"Glendora, CA",34.1361187,-117.865339
2016,Recruit,Jordan Iosefa,OLB,6-2,216,,85.0,,3,St. Louis School,Honolulu,HI,,Enrolled,https://247sports.com/Player/jordan-iosefa-79404/,"Honolulu, HI",21.304547,-157.855676
2016,Recruit,Liam Jimmons,SDE,6-4,240,,84.0,,3,Huntington Beach,Huntington Beach,CA,,Enrolled,https://247sports.com/Player/liam-jimmons-80362/,"Huntington Beach, CA",33.6783336,-118.000016
2016,Recruit,Josh Fatu,DT,6-2,280,,80.0,,3,Long Beach City College,Long Beach,CA,,Enrolled,https://247sports.com/Player/josh-fatu-82723/,"Long Beach, CA",33.7690164,-118.191604
2016,Recruit,Jordan Iosefa,ILB,6-2,225,,,,0,St. Louis School,Honolulu,HI,,Commit 6/15/2015,https://247sports.com/Player/jordan-iosefa-46044280/,"Honolulu, HI",21.304547,-157.855676
2017,Recruit,Marlon Tuipulotu,DT,6-2,295,,98.0,,5,Central,Independence,OR,,Enrolled,https://247sports.com/Player/marlon-tuipulotu-81348/,"Independence, OR",44.8560029,-123.191303
2017,Recruit,Jay Tufele,DT,6-3,297,,98.0,,5,Bingham,South Jordan,UT,,Enrolled,https://247sports.com/Player/jay-tufele-77220/,"South Jordan, UT",40.5584882,-111.9367107
2017,Recruit,Austin Jackson,OT,6-6,280,,98.0,,5,North Canyon,Phoenix,AZ,,Enrolled,https://247sports.com/Player/austin-jackson-81332/,"Phoenix, AZ",33.4484367,-112.074141
2017,Recruit,Stephen Carr,RB,6-0,202,,97.0,,4,Summit,Fontana,CA,,Enrolled,https://247sports.com/Player/stephen-carr-80172/,"Fontana, CA",34.0922947,-117.43433
2017,Recruit,Joseph Lewis,WR,6-1.5,204,,95.0,,4,Hawkins,Los Angeles,CA,,Enrolled,https://247sports.com/Player/joseph-lewis-75937/,"Los Angeles, CA",34.0536909,-118.242766
2017,Recruit,Bubba Bolden,S,6-2,192,,95.0,,4,Bishop Gorman,Las Vegas,NV,,Enrolled,https://247sports.com/Player/bubba-bolden-71368/,"Las Vegas, NV",36.1674263,-115.1484131
2017,Recruit,Josh Falo,ATH,6-5,235,,95.0,,4,Inderkum,Sacramento,CA,,Enrolled,https://247sports.com/Player/josh-falo-81351/,"Sacramento, CA",38.5810606,-121.493895
2017,Recruit,Isaiah Pola-Mao,S,6-4,190,,95.0,,4,Mountain Pointe,Phoenix,AZ,,Enrolled,https://247sports.com/Player/isaiah-pola-mao-81331/,"Phoenix, AZ",33.4484367,-112.074141
2017,Recruit,Levi Jones,OLB,6-3,215,,94.0,,4,Austin Westlake,Austin,TX,,Enrolled,https://247sports.com/Player/levi-jones-77674/,"Austin, TX",30.2711286,-97.7436995
2017,Recruit,Alijah Vera-Tucker,OT,6-4,291,,94.0,,4,Bishop O'Dowd,Oakland,CA,,Enrolled,https://247sports.com/Player/alijah-vera-tucker-85694/,"Oakland, CA",37.8044557,-122.271356
2017,Recruit,Brett Neilon,OC,6-2,280,,93.0,,4,Santa Margarita Catholic,Rancho Santa Margarita,CA,,Enrolled,https://247sports.com/Player/brett-neilon-80764/,"Rancho Santa Margarita, CA",33.6408845,-117.6029341
2017,Recruit,Jack Sears,PRO,6-3,200,,93.0,,4,San Clemente,San Clemente,CA,,Enrolled,https://247sports.com/Player/jack-sears-84660/,"San Clemente, CA",33.4270275,-117.6124179
2017,Recruit,Greg Johnson,ATH,5-10,185,,93.0,,4,Hawkins,Los Angeles,CA,,Enrolled,https://247sports.com/Player/greg-johnson-75934/,"Los Angeles, CA",34.0536909,-118.242766
2017,Recruit,Andrew Vorhees,OT,6-6,290,,92.0,,4,Kingsburg,Kingsburg,CA,,Enrolled,https://247sports.com/Player/andrew-vorhees-84545/,"Kingsburg, CA",36.5138398,-119.5538929
2017,Recruit,Hunter Echols,WDE,6-3.5,231,,92.0,,4,Cathedral,Los Angeles,CA,,Enrolled,https://247sports.com/Player/hunter-echols-87743/,"Los Angeles, CA",34.0536909,-118.242766
2017,Recruit,Randal Grimes,ATH,6-4,205,,92.0,,4,Desert Pines,Las Vegas,NV,,Enrolled,https://247sports.com/Player/randal-grimes-80109/,"Las Vegas, NV",36.1674263,-115.1484131
2017,Recruit,Je'Quari Godfrey,CB,6-2,185,,90.0,,4,Bishop O'Dowd,Oakland,CA,,Enrolled,https://247sports.com/Player/jequari-godfrey-89896/,"Oakland, CA",37.8044557,-122.271356
2017,Recruit,Jake Lichtenstein,SDE,6-5,248,,89.0,,3,Cypress Bay,Fort Lauderdale,FL,,Enrolled,https://247sports.com/Player/jake-lichtenstein-82503/,"Fort Lauderdale, FL",26.1223084,-80.1433786
